Geography,Category,Data Type,Unit,Current Constant,2016,2017,2018,2019,2020,2021
Sri Lanka,Population Aged 65+,Socio-economic indicators,000,-,"2,055.7","2,143.6","2,229.1","2,315.5","2,405.3","2,500.6"
Taiwan,Population Aged 65+,Socio-economic indicators,000,-,"2,938.6","3,106.1","3,268.0","3,433.5","3,607.1","3,787.3"
Tajikistan,Population Aged 65+,Socio-economic indicators,000,-,255.1,263.5,274.1,287.3,303.3,322.6
Thailand,Population Aged 65+,Socio-economic indicators,000,-,"7,593.4","7,920.3","8,268.8","8,642.9","9,044.5","9,473.8"
Tonga,Population Aged 65+,Socio-economic indicators,000,-,6.1,6.1,6.2,6.2,6.3,6.3
Turkmenistan,Population Aged 65+,Socio-economic indicators,000,-,235.2,245.6,257.9,272.0,287.6,304.3
Tuvalu,Population Aged 65+,Socio-economic indicators,000,-,0.6,0.6,0.6,0.6,0.6,0.6
Uzbekistan,Population Aged 65+,Socio-economic indicators,000,-,"1,290.2","1,345.0","1,418.4","1,505.8","1,602.8","1,705.2"
Vanuatu,Population Aged 65+,Socio-economic indicators,000,-,10.3,10.4,10.6,10.8,11.1,11.4
Vietnam,Population Aged 65+,Socio-economic indicators,000,-,"6,494.2","6,755.0","7,071.7","7,434.1","7,820.4","8,243.9"
Australasia,Population Aged 65+,Socio-economic indicators,000,-,"4,353.5","4,494.2","4,637.8","4,787.9","4,973.0","5,135.5"
Australia,Population Aged 65+,Socio-economic indicators,000,-,"3,672.3","3,790.8","3,913.0","4,040.1","4,196.1","4,328.9"
New Zealand,Population Aged 65+,Socio-economic indicators,000,-,681.3,703.4,724.9,747.7,776.9,806.5
Eastern Europe,Population Aged 65+,Socio-economic indicators,000,-,"49,605.3","50,760.8","51,975.7","53,109.5","54,532.1","55,535.5"
Albania,Population Aged 65+,Socio-economic indicators,000,-,375.1,385.8,397.3,409.8,423.2,437.7
Belarus,Population Aged 65+,Socio-economic indicators,000,-,"1,370.0","1,393.1","1,416.0","1,437.1","1,468.8","1,495.1"
Bosnia and Herzegovina,Population Aged 65+,Socio-economic indicators,000,-,530.5,552.1,576.2,600.8,623.5,642.0
Bulgaria,Population Aged 65+,Socio-economic indicators,000,-,"1,461.8","1,472.1","1,481.9","1,493.1","1,504.1","1,518.9"
Croatia,Population Aged 65+,Socio-economic indicators,000,-,804.9,814.3,825.4,838.6,853.8,868.6
Czech Republic,Population Aged 65+,Socio-economic indicators,000,-,"1,932.4","1,988.9","2,040.2","2,086.6","2,131.6","2,166.7"
Estonia,Population Aged 65+,Socio-economic indicators,000,-,250.3,254.5,258.4,261.8,266.2,270.6
Georgia,Population Aged 65+,Socio-economic indicators,000,-,558.8,565.0,572.7,580.1,588.2,600.3
Hungary,Population Aged 65+,Socio-economic indicators,000,-,"1,796.6","1,828.2","1,852.0","1,890.0","1,942.2","1,980.1"
Latvia,Population Aged 65+,Socio-economic indicators,000,-,386.6,387.9,388.9,389.0,391.4,393.7
Lithuania,Population Aged 65+,Socio-economic indicators,000,-,548.5,550.2,551.8,552.4,556.0,557.0
Moldova,Population Aged 65+,Socio-economic indicators,000,-,419.0,435.7,457.7,481.4,504.0,523.6
Montenegro,Population Aged 65+,Socio-economic indicators,000,-,88.6,91.1,93.8,96.5,99.0,101.4
North Macedonia,Population Aged 65+,Socio-economic indicators,000,-,269.0,275.2,283.4,292.1,300.8,308.4
Poland,Population Aged 65+,Socio-economic indicators,000,-,"6,076.4","6,303.4","6,520.2","6,732.4","6,947.0","7,120.0"
Romania,Population Aged 65+,Socio-economic indicators,000,-,"3,435.5","3,494.1","3,549.2","3,596.4","3,661.8","3,744.2"
Russia,Population Aged 65+,Socio-economic indicators,000,-,"20,025.0","20,534.0","21,102.6","21,627.6","22,343.0","22,799.6"
Serbia,Population Aged 65+,Socio-economic indicators,000,-,"1,343.4","1,362.5","1,394.6","1,422.1","1,451.8","1,469.7"
Slovakia,Population Aged 65+,Socio-economic indicators,000,-,783.9,814.7,844.9,874.3,905.2,932.0
Slovenia,Population Aged 65+,Socio-economic indicators,000,-,380.1,390.4,401.3,413.1,424.0,435.7
Ukraine,Population Aged 65+,Socio-economic indicators,000,-,"6,768.9","6,867.5","6,967.3","7,034.6","7,146.5","7,170.0"
Latin America,Population Aged 65+,Socio-economic indicators,000,-,"50,218.5","52,176.1","54,157.3","56,291.6","58,502.6","60,714.0"
Anguilla,Population Aged 65+,Socio-economic indicators,000,-,1.1,1.1,1.1,1.1,1.2,1.2
Antigua and Barbuda,Population Aged 65+,Socio-economic indicators,000,-,7.9,8.2,8.5,8.8,9.1,9.5
Argentina,Population Aged 65+,Socio-economic indicators,000,-,"4,820.9","4,924.8","5,030.4","5,138.8","5,244.0","5,350.4"
Aruba,Population Aged 65+,Socio-economic indicators,000,-,13.2,13.8,14.4,15.0,15.6,16.2
Bahamas,Population Aged 65+,Socio-economic indicators,000,-,25.9,26.9,28.0,29.2,30.5,31.9
Barbados,Population Aged 65+,Socio-economic indicators,000,-,43.0,44.1,45.4,46.6,48.0,49.5
Belize,Population Aged 65+,Socio-economic indicators,000,-,16.6,17.3,18.1,19.0,19.9,20.9
Bermuda,Population Aged 65+,Socio-economic indicators,000,-,10.6,10.9,11.2,11.5,11.7,11.9
Bolivia,Population Aged 65+,Socio-economic indicators,000,-,761.4,789.2,817.5,845.8,874.1,902.3
Brazil,Population Aged 65+,Socio-economic indicators,000,-,"17,091.9","17,856.2","18,583.9","19,418.0","20,302.4","21,165.5"
British Virgin Islands,Population Aged 65+,Socio-economic indicators,000,-,2.0,2.1,2.1,2.2,2.2,2.3
Cayman Islands,Population Aged 65+,Socio-economic indicators,000,-,3.3,3.3,3.4,3.4,3.4,3.5
Chile,Population Aged 65+,Socio-economic indicators,000,-,"1,997.4","2,084.2","2,175.7","2,271.0","2,368.0","2,467.4"
Colombia,Population Aged 65+,Socio-economic indicators,000,-,"3,817.3","4,001.4","4,195.1","4,393.1","4,591.6","4,795.7"
Costa Rica,Population Aged 65+,Socio-economic indicators,000,-,372.3,390.7,410.3,431.4,454.3,478.0
Cuba,Population Aged 65+,Socio-economic indicators,000,-,"1,633.9","1,679.0","1,723.6","1,764.6","1,800.2","1,830.2"
Curacao,Population Aged 65+,Socio-economic indicators,000,-,25.5,26.4,27.3,28.1,29.0,29.9
Dominica,Population Aged 65+,Socio-economic indicators,000,-,8.3,8.4,8.5,8.6,8.6,8.7
Dominican Republic,Population Aged 65+,Socio-economic indicators,000,-,695.2,723.0,752.6,783.8,816.6,850.9
Ecuador,Population Aged 65+,Socio-economic indicators,000,-,"1,106.1","1,155.9","1,210.8","1,268.9","1,327.9","1,387.3"
El Salvador,Population Aged 65+,Socio-economic indicators,000,-,503.5,517.4,531.8,546.5,561.1,575.8
French Guiana,Population Aged 65+,Socio-economic indicators,000,-,12.1,13.1,14.2,15.4,16.6,17.9
Grenada,Population Aged 65+,Socio-economic indicators,000,-,10.5,10.6,10.7,10.8,11.0,11.3
Guadeloupe,Population Aged 65+,Socio-economic indicators,000,-,68.5,70.8,73.0,75.2,77.4,79.7
Guatemala,Population Aged 65+,Socio-economic indicators,000,-,780.6,814.2,850.2,888.2,926.3,964.5
Guyana,Population Aged 65+,Socio-economic indicators,000,-,46.2,48.3,50.4,52.6,55.1,57.7
Haiti,Population Aged 65+,Socio-economic indicators,000,-,511.5,529.4,549.1,569.6,590.0,609.9
Honduras,Population Aged 65+,Socio-economic indicators,000,-,411.6,430.0,449.8,470.7,492.6,515.4
Jamaica,Population Aged 65+,Socio-economic indicators,000,-,249.6,253.5,257.9,262.9,268.8,275.9
Martinique,Population Aged 65+,Socio-economic indicators,000,-,73.3,75.4,77.4,79.4,81.4,83.6
Mexico,Population Aged 65+,Socio-economic indicators,000,-,"8,449.1","8,737.4","9,045.0","9,369.0","9,705.9","10,057.7"
Nicaragua,Population Aged 65+,Socio-economic indicators,000,-,306.9,321.0,337.7,356.3,376.1,396.5
Panama,Population Aged 65+,Socio-economic indicators,000,-,312.3,325.3,339.0,353.4,368.4,384.3
Paraguay,Population Aged 65+,Socio-economic indicators,000,-,410.4,428.4,447.2,466.4,485.8,505.2
Peru,Population Aged 65+,Socio-economic indicators,000,-,"2,346.9","2,473.1","2,607.2","2,743.9","2,877.2","2,999.1"
Puerto Rico,Population Aged 65+,Socio-economic indicators,000,-,556.6,567.6,576.5,585.2,595.8,607.2
St Kitts and Nevis,Population Aged 65+,Socio-economic indicators,000,-,4.2,4.3,4.3,4.3,4.3,4.4
St Lucia,Population Aged 65+,Socio-economic indicators,000,-,16.9,17.4,17.9,18.4,18.9,19.5
St Vincent and the Grenadines,Population Aged 65+,Socio-economic indicators,000,-,10.3,10.4,10.6,10.8,11.0,11.3
Suriname,Population Aged 65+,Socio-economic indicators,000,-,37.9,38.8,39.8,40.8,41.9,43.0
Trinidad and Tobago,Population Aged 65+,Socio-economic indicators,000,-,137.8,143.4,149.3,155.2,161.1,167.1
Uruguay,Population Aged 65+,Socio-economic indicators,000,-,503.9,509.5,515.5,521.9,528.8,536.3
US Virgin Islands,Population Aged 65+,Socio-economic indicators,000,-,19.0,19.7,20.2,20.8,21.4,22.0
Venezuela,Population Aged 65+,Socio-economic indicators,000,-,"1,984.7","2,050.1","2,115.1","2,185.1","2,267.1","2,355.7"
Middle East and Africa,Population Aged 65+,Socio-economic indicators,000,-,"51,415.1","53,252.0","55,211.3","57,269.1","59,368.7","61,648.8"
Algeria,Population Aged 65+,Socio-economic indicators,000,-,"2,435.9","2,556.2","2,686.6","2,821.4","2,956.8","3,092.3"
Angola,Population Aged 65+,Socio-economic indicators,000,-,650.6,666.3,682.4,700.0,720.2,744.4
Bahrain,Population Aged 65+,Socio-economic indicators,000,-,35.3,37.6,38.7,39.9,41.7,44.9
Benin,Population Aged 65+,Socio-economic indicators,000,-,351.2,361.8,373.1,385.0,397.5,410.6
Botswana,Population Aged 65+,Socio-economic indicators,000,-,85.5,90.1,95.2,100.6,106.1,111.7
Burkina Faso,Population Aged 65+,Socio-economic indicators,000,-,447.9,460.5,473.9,488.3,504.0,521.2
Burundi,Population Aged 65+,Socio-economic indicators,000,-,222.8,235.0,249.4,265.6,283.0,301.3
Cabo Verde,Population Aged 65+,Socio-economic indicators,000,-,23.7,24.1,24.8,25.6,26.6,27.6
Cameroon,Population Aged 65+,Socio-economic indicators,000,-,651.2,667.6,684.9,702.7,720.9,740.1
Central African Republic,Population Aged 65+,Socio-economic indicators,000,-,127.6,128.7,130.4,132.6,135.1,137.9
Chad,Population Aged 65+,Socio-economic indicators,000,-,356.2,368.8,382.3,396.3,410.4,424.6
Comoros,Population Aged 65+,Socio-economic indicators,000,-,23.2,24.0,24.9,25.9,27.0,28.2
"Congo, Democratic Republic",Population Aged 65+,Socio-economic indicators,000,-,"2,378.2","2,456.8","2,536.7","2,618.6","2,703.6","2,793.6"
Congo-Brazzaville,Population Aged 65+,Socio-economic indicators,000,-,129.5,134.7,140.3,146.2,152.5,159.0
Côte d'Ivoire,Population Aged 65+,Socio-economic indicators,000,-,668.8,689.7,712.3,736.0,760.4,785.3
Djibouti,Population Aged 65+,Socio-economic indicators,000,-,40.8,42.2,43.5,45.0,46.5,48.2
Egypt,Population Aged 65+,Socio-economic indicators,000,-,"4,786.3","4,938.5","5,090.2","5,236.1","5,389.0","5,562.2"
Equatorial Guinea,Population Aged 65+,Socio-economic indicators,000,-,30.3,31.1,31.9,32.7,33.4,34.2
Eritrea,Population Aged 65+,Socio-economic indicators,000,-,149.5,152.7,155.5,157.9,159.8,161.4
Eswatini,Population Aged 65+,Socio-economic indicators,000,-,44.3,45.0,45.5,46.1,46.6,47.0
Ethiopia,Population Aged 65+,Socio-economic indicators,000,-,"3,597.5","3,711.5","3,825.7","3,942.9","4,066.1","4,198.7"
Gabon,Population Aged 65+,Socio-economic indicators,000,-,72.0,73.5,75.1,76.8,78.5,80.4
Gambia,Population Aged 65+,Socio-economic indicators,000,-,56.7,57.9,59.0,60.1,61.2,62.4
Ghana,Population Aged 65+,Socio-economic indicators,000,-,862.4,887.9,914.2,943.0,975.8,"1,014.4"
Guinea,Population Aged 65+,Socio-economic indicators,000,-,337.8,348.5,361.0,374.3,387.7,401.0
Guinea-Bissau,Population Aged 65+,Socio-economic indicators,000,-,48.2,50.3,52.5,54.7,56.8,58.7
Iran,Population Aged 65+,Socio-economic indicators,000,-,"4,717.3","4,884.4","5,070.6","5,284.9","5,525.8","5,801.4"
Iraq,Population Aged 65+,Socio-economic indicators,000,-,"1,148.6","1,203.7","1,265.4","1,327.6","1,384.8","1,432.8"
Israel,Population Aged 65+,Socio-economic indicators,000,-,955.7,995.4,"1,035.0","1,073.4","1,111.6","1,148.1"
Jordan,Population Aged 65+,Socio-economic indicators,000,-,358.1,370.0,380.9,391.3,401.9,413.0
Kenya,Population Aged 65+,Socio-economic indicators,000,-,"1,065.6","1,130.6","1,200.1","1,273.2","1,349.2","1,427.6"
Kuwait,Population Aged 65+,Socio-economic indicators,000,-,89.5,98.8,110.0,125.2,139.0,151.4
Lebanon,Population Aged 65+,Socio-economic indicators,000,-,435.7,457.1,477.2,496.4,515.3,533.4
Lesotho,Population Aged 65+,Socio-economic indicators,000,-,100.0,101.3,102.7,104.3,106.0,108.1
Liberia,Population Aged 65+,Socio-economic indicators,000,-,146.0,150.7,156.1,161.9,167.8,174.0
Libya,Population Aged 65+,Socio-economic indicators,000,-,277.2,284.0,292.1,301.3,311.0,321.1
Madagascar,Population Aged 65+,Socio-economic indicators,000,-,714.3,745.9,781.1,819.0,858.6,899.4
Malawi,Population Aged 65+,Socio-economic indicators,000,-,453.9,466.4,478.9,491.7,505.3,520.0
Mali,Population Aged 65+,Socio-economic indicators,000,-,450.8,462.2,475.0,488.4,501.6,514.6
Mauritania,Population Aged 65+,Socio-economic indicators,000,-,129.8,133.8,138.1,142.7,147.8,153.3
Mauritius,Population Aged 65+,Socio-economic indicators,000,-,132.3,139.2,146.0,152.7,159.2,165.8
Morocco,Population Aged 65+,Socio-economic indicators,000,-,"2,293.4","2,397.0","2,520.0","2,658.3","2,807.7","2,964.2"
Mozambique,Population Aged 65+,Socio-economic indicators,000,-,804.5,826.3,848.9,871.8,894.5,917.2
Namibia,Population Aged 65+,Socio-economic indicators,000,-,86.7,87.3,88.2,89.5,91.1,93.1
Niger,Population Aged 65+,Socio-economic indicators,000,-,537.4,560.0,582.9,605.7,628.4,651.3
Nigeria,Population Aged 65+,Socio-economic indicators,000,-,"5,085.2","5,218.8","5,355.7","5,496.6","5,644.2","5,802.9"
Oman,Population Aged 65+,Socio-economic indicators,000,-,101.6,106.4,110.4,115.3,119.3,122.8
Qatar,Population Aged 65+,Socio-economic indicators,000,-,37.7,43.8,49.5,55.9,63.3,66.8
Réunion,Population Aged 65+,Socio-economic indicators,000,-,93.9,98.7,103.6,108.7,113.9,119.2
Rwanda,Population Aged 65+,Socio-economic indicators,000,-,321.6,340.2,360.7,382.2,404.0,425.8
Sao Tomé e Príncipe,Population Aged 65+,Socio-economic indicators,000,-,5.9,6.0,6.2,6.4,6.6,6.9
Saudi Arabia,Population Aged 65+,Socio-economic indicators,000,-,"1,021.2","1,083.3","1,153.1","1,218.5","1,233.7","1,305.4"
Senegal,Population Aged 65+,Socio-economic indicators,000,-,458.7,472.6,487.8,503.9,520.4,537.4
Seychelles,Population Aged 65+,Socio-economic indicators,000,-,7.0,7.1,7.3,7.6,7.9,8.3
Sierra Leone,Population Aged 65+,Socio-economic indicators,000,-,218.0,221.7,225.5,229.4,233.5,238.0
Somalia,Population Aged 65+,Socio-economic indicators,000,-,400.4,415.3,430.4,445.7,461.2,477.1
South Africa,Population Aged 65+,Socio-economic indicators,000,-,"2,873.8","2,967.1","3,064.2","3,164.5","3,265.9","3,370.4"
South Sudan,Population Aged 65+,Socio-economic indicators,000,-,369.3,371.0,371.6,372.6,375.3,381.3
Sudan,Population Aged 65+,Socio-economic indicators,000,-,"1,389.5","1,441.8","1,496.4","1,552.8","1,611.1","1,671.2"
Syria,Population Aged 65+,Socio-economic indicators,000,-,727.4,745.5,773.2,809.3,853.1,903.7
Tanzania,Population Aged 65+,Socio-economic indicators,000,-,"1,357.1","1,409.5","1,463.9","1,520.2","1,579.1","1,641.5"
Togo,Population Aged 65+,Socio-economic indicators,000,-,211.9,218.7,225.7,233.0,240.5,248.5
Tunisia,Population Aged 65+,Socio-economic indicators,000,-,881.9,915.6,955.7,"1,000.2","1,047.0","1,094.8"
Uganda,Population Aged 65+,Socio-economic indicators,000,-,752.1,788.3,827.5,867.9,908.3,947.6
United Arab Emirates,Population Aged 65+,Socio-economic indicators,000,-,86.0,92.6,98.8,106.8,112.4,126.6
Yemen,Population Aged 65+,Socio-economic indicators,000,-,767.1,793.3,819.5,846.3,874.2,903.9
Zambia,Population Aged 65+,Socio-economic indicators,000,-,338.1,350.5,363.5,377.4,392.0,407.4
Zimbabwe,Population Aged 65+,Socio-economic indicators,000,-,399.8,409.6,421.7,434.8,448.0,460.5
North America,Population Aged 65+,Socio-economic indicators,000,-,"55,324.0","57,118.9","58,969.8","60,926.9","62,827.2","64,655.8"
Canada,Population Aged 65+,Socio-economic indicators,000,-,"5,921.0","6,135.0","6,355.6","6,595.1","6,835.9","7,048.6"
USA,Population Aged 65+,Socio-economic indicators,000,-,"49,403.0","50,983.8","52,614.2","54,331.8","55,991.3","57,607.2"
Western Europe,Population Aged 65+,Socio-economic indicators,000,-,"88,532.3","90,014.0","91,521.7","93,054.9","94,786.5","96,254.8"
Austria,Population Aged 65+,Socio-economic indicators,000,-,"1,605.0","1,625.5","1,647.0","1,668.6","1,693.6","1,716.3"
Belgium,Population Aged 65+,Socio-economic indicators,000,-,"2,062.6","2,095.1","2,130.6","2,165.3","2,204.5","2,229.1"
Cyprus,Population Aged 65+,Socio-economic indicators,000,-,153.7,158.5,163.5,168.6,174.0,179.4
Denmark,Population Aged 65+,Socio-economic indicators,000,-,"1,074.4","1,095.2","1,116.1","1,136.1","1,156.0","1,176.3"
Finland,Population Aged 65+,Socio-economic indicators,000,-,"1,123.1","1,150.0","1,179.3","1,204.8","1,231.3","1,255.9"
France,Population Aged 65+,Socio-economic indicators,000,-,"12,311.2","12,620.5","12,896.8","13,166.2","13,440.8","13,660.5"
Germany,Population Aged 65+,Socio-economic indicators,000,-,"17,300.2","17,509.7","17,709.7","17,883.5","18,090.7","18,265.9"
Gibraltar,Population Aged 65+,Socio-economic indicators,000,-,5.5,5.5,5.5,5.5,5.5,5.5
Greece,Population Aged 65+,Socio-economic indicators,000,-,"2,292.9","2,319.7","2,340.2","2,363.3","2,386.2","2,411.3"
Iceland,Population Aged 65+,Socio-economic indicators,000,-,46.8,48.3,49.9,51.6,53.3,55.2
Ireland,Population Aged 65+,Socio-economic indicators,000,-,624.5,646.5,668.6,691.4,716.2,737.7
Italy,Population Aged 65+,Socio-economic indicators,000,-,"13,321.2","13,461.9","13,565.1","13,693.2","13,859.1","13,923.1"
Liechtenstein,Population Aged 65+,Socio-economic indicators,000,-,6.2,6.4,6.6,6.8,7.1,7.3
Luxembourg,Population Aged 65+,Socio-economic indicators,000,-,81.3,83.4,85.5,87.7,90.1,92.7
Malta,Population Aged 65+,Socio-economic indicators,000,-,84.5,87.1,89.5,91.8,94.2,96.6
Monaco,Population Aged 65+,Socio-economic indicators,000,-,13.9,14.7,15.4,16.1,16.7,17.3
Netherlands,Population Aged 65+,Socio-economic indicators,000,-,"3,085.3","3,159.7","3,239.1","3,314.0","3,392.6","3,457.5"
Norway,Population Aged 65+,Socio-economic indicators,000,-,855.1,874.8,896.4,918.8,941.8,965.7
Portugal,Population Aged 65+,Socio-economic indicators,000,-,"2,140.8","2,176.6","2,213.3","2,244.2","2,280.4","2,309.6"
Spain,Population Aged 65+,Socio-economic indicators,000,-,"8,694.2","8,821.6","8,959.5","9,105.6","9,267.3","9,406.1"
Sweden,Population Aged 65+,Socio-economic indicators,000,-,"1,947.2","1,976.9","2,006.1","2,035.7","2,065.4","2,088.1"
Switzerland,Population Aged 65+,Socio-economic indicators,000,-,"1,495.1","1,523.1","1,550.4","1,577.3","1,606.1","1,630.0"
Turkey,Population Aged 65+,Socio-economic indicators,000,-,"6,495.2","6,651.5","6,895.4","7,186.2","7,550.7","7,953.6"
United Kingdom,Population Aged 65+,Socio-economic indicators,000,-,"11,712.6","11,901.7","12,092.1","12,272.4","12,463.1","12,614.2"
